taipei_city,176096
new_taipei_city,372720
keelung_city,36598
taoyuan_country,153382
hsinchu_country,23284
hsinchu_city,13468
miaoli_country,11281
taichung_city,64417
changhua_country,17041
yunlin_country,9410
chiayi_country,5592
chiayi_city,3382
tainan_city,35207
kaohsiung_city,59071
pingtung_country,17299
yilan_country,22448
hualien_country,18047
nantou_country,6296
taitung_country,5795
penghu_country,1352
L_country,213
chin_country,1078
